NM_000014.6	A2M
NM_006029.5	PNMA1
NM_006030.4	CACNA2D2
NM_006031.6	PCNT
NM_006032.4	CPNE6
NM_006033.4	LIPG
NM_006034.5	TP53I11
NM_006035.4	CDC42BPB
NM_006038.4	SPATA2
NM_006039.5	MRC2
NM_006040.3	HS3ST4
NM_006041.3	HS3ST3B1
NM_006042.3	HS3ST3A1
NM_006043.2	HS3ST2
NM_006044.4	HDAC6
NM_006045.3	ATP9A
NM_006047.6	RBM12
NM_006052.2	VPS26C
NM_006055.3	LANCL1
NM_006056.5	NMUR1
NM_006058.5	TNIP1
NM_006059.4	LAMC3
NM_006060.6	IKZF1
NM_006061.4	CRISP3
NM_006062.3	SMYD5
NM_006063.3	KLHL41
NM_006064.5	RRAGB
NM_006065.5	SIRPB1
NM_006067.5	EMC8
NM_006068.5	TLR6
NM_006070.6	TFG
NM_006071.2	PKDREJ
NM_006073.4	TRDN
NM_006074.5	TRIM22
NM_006076.5	AGFG2
NM_006078.5	CACNG2
NM_006079.5	CITED2
NM_006080.3	SEMA3A
NM_006082.3	TUBA1B
NM_006083.4	IK
NM_006084.5	IRF9
NM_006085.6	BPNT1
NM_006086.4	TUBB3
NM_006087.4	TUBB4A
NM_006088.6	TUBB4B
NM_006089.3	SCML2
NM_006090.5	CEPT1
NM_006091.5	CORO2B
NM_006092.4	NOD1
NM_006093.4	PRG3
NM_006095.2	ATP8A1
NM_006096.4	NDRG1
NM_006097.5	MYL9
NM_006098.5	RACK1
NM_006099.3	PIAS3
NM_006101.3	NDC80
NM_006103.4	WFDC2
NM_006108.4	SPON1
NM_006109.5	PRMT5
NM_006110.3	CD2BP2
NM_006111.3	ACAA2
NM_006112.4	PPIE
NM_006113.5	VAV3
NM_006116.3	TAB1
NM_006118.4	HAX1
NM_006120.4	HLA-DMA
NM_006121.4	KRT1
NM_006122.4	MAN2A2
NM_006129.5	BMP1
NM_006133.3	DAGLA
NM_006134.7	TMEM50B
NM_006135.3	CAPZA1
NM_006136.3	CAPZA2
NM_006137.7	CD7
NM_006138.5	MS4A3
NM_006139.4	CD28
NM_006141.3	DYNC1LI2
NM_006142.5	SFN
NM_006143.3	GPR19
NM_006144.4	GZMA
NM_006145.3	DNAJB1
NM_006147.4	IRF6
NM_006148.4	LASP1
NM_006149.4	LGALS4
NM_006150.5	PRICKLE3
NM_006151.3	LPO
NM_006154.4	NEDD4
NM_006156.3	NEDD8
NM_006157.5	NELL1
NM_006158.5	NEFL
NM_006160.4	NEUROD2
NM_006161.3	NEUROG1
NM_006164.5	NFE2L2
NM_006166.4	NFYB
NM_006167.4	NKX3-1
NM_006168.3	NKX6-1
NM_006169.3	NNMT
NM_006172.4	NPPA
NM_006174.4	NPY5R
NM_006176.3	NRGN
NM_006178.4	NSF
NM_006179.4	NTF4
NM_006180.6	NTRK2
NM_006181.3	NTN3
NM_006182.4	DDR2
NM_006183.5	NTS
NM_006184.6	NUCB1
NM_006185.4	NUMA1
NM_006186.4	NR4A2
NM_006187.4	OAS3
NM_006188.3	OCM2
NM_006189.1	OMP
NM_006190.5	ORC2
NM_006191.3	PA2G4
NM_006195.6	PBX3
NM_006196.4	PCBP1
NM_006197.4	PCM1
NM_006198.3	PCP4
NM_006201.5	CDK16
NM_006204.4	PDE6C
NM_006205.3	PDE6H
NM_006206.6	PDGFRA
NM_006208.3	ENPP1
NM_006210.3	PEG3
NM_006212.2	PFKFB2
NM_006213.5	PHKG1
NM_006214.4	PHYH
NM_006215.4	SERPINA4
NM_006217.6	SERPINI2
NM_006218.4	PIK3CA
NM_006219.3	PIK3CB
NM_006220.2	SERPINA2
NM_006221.4	PIN1
NM_006223.4	PIN4
NM_006224.4	PITPNA
NM_006225.4	PLCD1
NM_006226.4	PLCL1
NM_006227.4	PLTP
NM_006228.5	PNOC
NM_006229.4	PNLIPRP1
NM_006230.4	POLD2
NM_006231.4	POLE
NM_006232.5	POLR2H
NM_006233.5	POLR2I
NM_006234.6	POLR2J
NM_006235.3	POU2AF1
NM_006236.3	POU3F3
NM_006237.4	POU4F1
NM_006238.5	PPARD
NM_006239.3	PPEF2
NM_006241.8	PPP1R2
NM_006242.4	PPP1R3D
NM_006243.4	PPP2R5A
NM_006244.4	PPP2R5B
NM_006245.4	PPP2R5D
NM_006246.5	PPP2R5E
NM_006247.4	PPP5C
NM_006248.4	PRB2
NM_006251.6	PRKAA1
NM_006252.4	PRKAA2
NM_006253.5	PRKAB1
NM_006254.4	PRKCD
NM_006255.5	PRKCH
NM_006256.4	PKN2
NM_006257.5	PRKCQ
NM_006258.4	PRKG1
NM_006259.3	PRKG2
NM_006260.5	DNAJC3
NM_006261.5	PROP1
NM_006262.4	PRPH
NM_006263.4	PSME1
NM_006265.3	RAD21
NM_006266.4	RALGDS
NM_006267.5	RANBP2
NM_006268.5	DPF2
NM_006269.2	RP1
NM_006270.5	RRAS
NM_006271.2	S100A1
NM_006272.3	S100B
NM_006273.4	CCL7
NM_006274.3	CCL19
NM_006275.6	SRSF6
NM_006277.3	ITSN2
NM_006279.5	ST3GAL3
NM_006280.3	SSR4
NM_006281.4	STK3
NM_006282.5	STK4
NM_006283.3	TACC1
NM_006284.4	TAF10
NM_006285.3	TESK1
NM_006287.6	TFPI
NM_006288.5	THY1
NM_006289.4	TLN1
NM_006291.4	TNFAIP2
NM_006292.4	TSG101
NM_006293.4	TYRO3
NM_006294.5	UQCRB
NM_006295.3	VARS1
NM_006296.7	VRK2
NM_006297.3	XRCC1
NM_006298.4	ZKSCAN8
NM_006299.5	ZSCAN9
NM_006300.4	ZNF230
NM_006302.3	MOGS
NM_006303.4	AIMP2
NM_006304.2	SEM1
NM_006305.4	ANP32A
NM_006306.4	SMC1A
NM_006307.5	SRPX
NM_006308.3	HSPB3
NM_006309.4	LRRFIP2
NM_006310.4	NPEPPS
NM_006311.4	NCOR1
NM_006312.6	NCOR2
NM_006314.3	CNKSR1
NM_006317.5	BASP1
NM_006319.5	CDIPT
NM_006320.6	PGRMC2
NM_006321.4	ARIH2
NM_006322.6	TUBGCP3
NM_006323.5	SEC24B
NM_006324.3	CFDP1
NM_006325.5	RAN
NM_006327.4	TIMM23
NM_006328.4	RBM14
NM_006329.4	FBLN5
NM_006330.4	LYPLA1
NM_006331.8	EMG1
NM_006332.5	IFI30
NM_006335.3	TIMM17A
NM_006336.4	ZER1
NM_006337.5	MCRS1
NM_006339.3	HMG20B
NM_006341.4	MAD2L2
NM_006342.3	TACC3
NM_006343.3	MERTK
NM_006345.4	SLC30A9
NM_006346.4	PIBF1
NM_006347.4	PPIH
NM_006348.5	COG5
NM_006349.3	ZNHIT1
NM_006351.4	TIMM44
NM_006353.3	HMGN4
NM_006354.5	TADA3
NM_006355.5	TRIM38
NM_006356.3	ATP5PD
NM_006357.4	UBE2E3
NM_006358.4	SLC25A17
NM_006360.6	EIF3M
NM_006361.6	HOXB13
NM_006362.5	NXF1
NM_006363.6	SEC23B
NM_006364.4	SEC23A
NM_006366.3	CAP2
NM_006367.4	CAP1
NM_006368.5	CREB3
NM_006369.5	LRRC41
NM_006370.3	VTI1B
NM_006371.5	CRTAP
NM_006372.5	SYNCRIP
NM_006373.4	VAT1
NM_006375.4	ENOX2
NM_006379.5	SEMA3C
NM_006380.5	APPBP2
NM_006382.4	CDRT1
NM_006383.4	CIB2
NM_006384.4	CIB1
NM_006385.5	ZNF211
NM_006386.5	DDX17
NM_006387.6	CHERP
NM_006389.5	HYOU1
NM_006390.4	IPO8
NM_006391.3	IPO7
NM_006392.4	NOP56
NM_006393.3	NEBL
NM_006396.3	ZNRD2
NM_006397.3	RNASEH2A
NM_006398.4	UBD
NM_006399.5	BATF
NM_006401.3	ANP32B
NM_006403.4	NEDD9
NM_006404.5	PROCR
NM_006405.7	TM9SF1
NM_006406.2	PRDX4
NM_006407.4	ARL6IP5
NM_006408.4	AGR2
NM_006409.4	ARPC1A
NM_006411.4	AGPAT1
NM_006412.4	AGPAT2
NM_006413.5	RPP30
NM_006415.4	SPTLC1
NM_006416.5	SLC35A1
NM_006417.5	IFI44
NM_006418.5	OLFM4
NM_006420.3	ARFGEF2
NM_006421.5	ARFGEF1
NM_006423.3	RABAC1
NM_006424.3	SLC34A2
NM_006425.5	SLU7
NM_006426.3	DPYSL4
NM_006427.4	SIVA1
NM_006428.5	MRPL28
NM_006429.4	CCT7
NM_006430.4	CCT4
NM_006431.3	CCT2
NM_006432.5	NPC2
NM_006433.5	GNLY
NM_006435.3	IFITM2
NM_006437.4	PARP4
NM_006438.5	COLEC10
NM_006439.5	MAB21L2
NM_006440.5	TXNRD2
NM_006441.4	MTHFS
NM_006442.4	DRAP1
NM_006443.3	DNPH1
NM_006444.3	SMC2
NM_006445.4	PRPF8
NM_006446.5	SLCO1B1
NM_006447.3	USP16
NM_006449.5	CDC42EP3
NM_006451.5	PAIP1
NM_006453.3	TBL3
NM_006454.3	MXD4
NM_006455.3	P3H4
NM_006456.3	ST6GALNAC2
NM_006457.5	PDLIM5
NM_006459.4	ERLIN1
NM_006460.3	HEXIM1
NM_006461.4	SPAG5
NM_006464.4	TGOLN2
NM_006465.4	ARID3B
NM_006466.4	POLR3F
NM_006467.3	POLR3G
NM_006468.8	POLR3C
NM_006469.5	IVNS1ABP
NM_006471.4	MYL12A
NM_006472.6	TXNIP
NM_006473.4	TAF6L
NM_006474.5	PDPN
NM_006475.3	POSTN
NM_006476.5	ATP5MG
NM_006477.5	RASL10A
NM_006479.5	RAD51AP1
NM_006480.5	RGS14
NM_006482.3	DYRK2
NM_006486.3	FBLN1
NM_006488.3	KHK
NM_006492.3	ALX3
NM_006493.4	CLN5
NM_006494.4	ERF
NM_006495.4	EVI2B
NM_006496.4	GNAI3
NM_006497.4	HIC1
NM_006498.3	LGALS2
NM_006500.3	MCAM
NM_006502.3	POLH
NM_006503.4	PSMC4
NM_006504.6	PTPRE
NM_006505.5	PVR
NM_006506.5	RASA2
NM_006507.4	REG1B
NM_006509.4	RELB
NM_006510.5	TRIM27
NM_006511.3	RSC1A1
NM_006512.4	SAA4
NM_006513.4	SARS1
NM_006514.4	SCN10A
NM_006515.4	SETMAR
NM_006516.4	SLC2A1
NM_006517.5	SLC16A2
NM_006519.4	DYNLT1
NM_006520.3	DYNLT3
NM_006521.6	TFE3
NM_006522.4	WNT6
NM_006526.3	ZNF217
NM_006527.4	SLBP
NM_006528.4	TFPI2
NM_006529.4	GLRA3
NM_006530.4	YEATS4
NM_006531.5	IFT88
NM_006532.4	ELL
NM_006533.4	MIA
NM_006536.7	CLCA2
NM_006537.4	USP3
NM_006539.4	CACNG3
NM_006540.4	NCOA2
NM_006541.5	GLRX3
NM_006544.4	EXOC5
NM_006545.5	NPRL2
NM_006546.4	IGF2BP1
NM_006547.3	IGF2BP3
NM_006548.6	IGF2BP2
NM_006551.4	SCGB1D2
NM_006552.2	SCGB1D1
NM_006554.5	MTX2
NM_006555.4	YKT6
NM_006556.4	PMVK
NM_006558.3	KHDRBS3
NM_006559.3	KHDRBS1
NM_006562.5	LBX1
NM_006563.5	KLF1
NM_006564.2	CXCR6
NM_006565.4	CTCF
NM_006567.5	FARS2
NM_006568.3	CGRRF1
NM_006569.6	CGREF1
NM_006570.5	RRAGA
NM_006571.4	DCTN6
NM_006572.6	GNA13
NM_006573.5	TNFSF13B
NM_006574.4	CSPG5
NM_006575.6	MAP4K5
NM_006576.4	AVIL
NM_006577.6	B3GNT2
NM_006579.3	EBP
NM_006580.4	CLDN16
NM_006581.4	FUT9
NM_006583.5	RRH
NM_006584.4	CCT6B
NM_006585.4	CCT8
NM_006586.5	CNPY3
NM_006587.4	CORIN
NM_006588.4	SULT1C4
NM_006589.3	FAM189B
NM_006590.4	USP39
NM_006591.3	POLD3
NM_006593.4	TBR1
NM_006597.6	HSPA8
NM_006598.3	SLC12A7
NM_006600.4	NUDC
NM_006601.7	PTGES3
NM_006602.4	TCFL5
NM_006606.3	RBBP9
NM_006607.3	PTTG2
NM_006610.4	MASP2
NM_006612.6	KIF1C
NM_006613.4	GRAP
NM_006614.4	CHL1
NM_006615.3	CAPN9
NM_006617.2	NES
NM_006618.5	KDM5B
NM_006620.4	HBS1L
NM_006621.7	AHCYL1
NM_006622.4	PLK2
NM_006623.4	PHGDH
NM_006626.6	ZBTB6
NM_006627.3	POP4
NM_006628.6	ARPP19
NM_006630.3	ZNF234
NM_006633.5	IQGAP2
NM_006634.3	VAMP5
NM_006635.4	ZNF460
NM_006636.4	MTHFD2
NM_006637.1	OR5I1
NM_006638.4	RPP40
NM_006639.4	CYSLTR1
NM_006642.5	SDCCAG8
NM_006644.4	HSPH1
NM_006645.3	STARD10
NM_006646.6	WASF3
NM_006648.4	WNK2
NM_006649.4	UTP14A
NM_006651.4	CPLX1
NM_006652.2	SPINT3
NM_006653.5	FRS3
NM_006656.6	NEU3
NM_006658.5	PPP1R17
NM_006659.4	TUBGCP2
NM_006660.5	CLPX
NM_006662.3	SRCAP
NM_006663.4	PPP1R13L
NM_006664.4	CCL27
NM_006666.3	RUVBL2
NM_006667.5	PGRMC1
NM_006668.2	CYP46A1
NM_006671.6	SLC1A7
NM_006675.5	TSPAN9
NM_006678.5	CD300C
NM_006681.4	NMU
NM_006682.3	FGL2
NM_006683.5	EDDM3A
NM_006685.4	SMR3B
NM_006686.4	ACTL7B
NM_006687.4	ACTL7A
NM_006688.5	C1QL1
NM_006690.4	MMP24
NM_006691.4	LYVE1
NM_006693.4	CPSF4
NM_006694.4	JTB
NM_006698.4	BLCAP
NM_006699.5	MAN1A2
NM_006700.3	TRAFD1
NM_006701.5	TXNL4A
NM_006703.4	NUDT3
NM_006704.5	SUGT1
NM_006705.4	GADD45G
NM_006708.3	GLO1
NM_006710.5	COPS8
NM_006712.5	FASTK
NM_006713.4	SUB1
NM_006714.5	SMPDL3A
NM_006715.4	MAN2C1
NM_006716.4	DBF4
NM_006717.3	SPIN1
NM_006721.4	ADK
NM_006725.5	CD6
NM_006727.5	CDH10
NM_006729.5	DIAPH2
NM_006732.3	FOSB
NM_006734.4	HIVEP2
NM_006735.4	HOXA2
NM_006736.6	DNAJB2
NM_006737.4	KIR3DL2
NM_006739.4	MCM5
NM_006741.4	PPP1R1A
NM_006742.3	PSKH1
NM_006743.5	RBM3
NM_006744.4	RBP4
NM_006745.5	MSMO1
NM_006747.4	SIPA1
NM_006750.4	SNTB2
NM_006753.6	SURF6
NM_006755.2	TALDO1
NM_006756.4	TCEA1
NM_006757.4	TNNT3
NM_006758.3	U2AF1
NM_006759.4	UGP2
NM_006760.4	UPK2
NM_006761.5	YWHAE
NM_006762.3	LAPTM5
NM_006763.3	BTG2
NM_006764.5	IFRD2
NM_006765.4	TUSC3
NM_006766.5	KAT6A
NM_006767.4	LZTR1
NM_006768.5	BRAP
NM_006769.4	LMO4
NM_006770.4	MARCO
NM_006771.4	KRT38
NM_006772.3	SYNGAP1
NM_006773.4	DDX18
NM_006774.5	INMT
NM_006775.3	QKI
NM_006778.4	TRIM10
NM_006779.4	CDC42EP2
NM_006782.4	ZFPL1
NM_006784.3	WDR3
NM_006785.4	MALT1
NM_006786.4	UTS2
NM_006788.4	RALBP1
NM_006789.4	APOBEC2
NM_006790.3	MYOT
NM_006791.4	MORF4L1
NM_006793.5	PRDX3
NM_006794.4	GPR75
NM_006795.4	EHD1
NM_006796.3	AFG3L2
NM_006799.4	PRSS21
NM_006801.3	KDELR1
NM_006802.4	SF3A3
NM_006803.4	AP3M2
NM_006804.4	STARD3
NM_006805.4	HNRNPA0
NM_006806.5	BTG3
NM_006808.3	SEC61B
NM_006809.5	TOMM34
NM_006810.4	PDIA5
NM_006811.4	SERINC3
NM_006812.4	OS9
NM_006813.3	PNRC1
NM_006814.5	PSMF1
NM_006815.4	TMED2
NM_006816.3	LMAN2
NM_006817.4	ERP29
NM_006818.4	MLLT11
NM_006819.3	STIP1
NM_006820.4	IFI44L
NM_006821.6	ACOT2
NM_006822.3	RAB40B
NM_006823.4	PKIA
NM_006824.3	EBNA1BP2
NM_006825.4	CKAP4
NM_006826.4	YWHAQ
NM_006827.6	TMED10
NM_006828.4	ASCC3
NM_006829.3	ADIRF
NM_006830.4	UQCR11
NM_006831.3	CLP1
NM_006832.3	FERMT2
NM_006833.5	COPS6
NM_006834.5	RAB32
NM_006835.3	CCNI
NM_006836.2	GCN1
NM_006837.3	COPS5
NM_006838.4	METAP2
NM_006839.3	IMMT
NM_006841.6	SLC38A3
NM_006842.3	SF3B2
NM_006843.3	SDS
NM_006844.5	ILVBL
NM_006845.4	KIF2C
NM_006846.4	SPINK5
NM_006848.3	CCDC85B
NM_006849.4	PDIA2
NM_006850.3	IL24
NM_006851.3	GLIPR1
NM_006852.6	TLK2
NM_006854.4	KDELR2
NM_006855.4	KDELR3
NM_006856.3	ATF7
NM_006857.3	SNRNP27
NM_006858.4	TMED1
NM_006859.4	LIAS
NM_006861.7	RAB35
NM_006863.4	LILRA1
NM_006864.4	LILRB3
NM_006865.4	LILRA3
NM_006868.4	RAB31
NM_006869.4	ADAP1
NM_006870.4	DSTN
NM_006871.4	RIPK3
NM_006872.5	GTF2A1L
NM_006873.4	STON1
NM_006875.4	PIM2
NM_006876.3	B4GAT1
NM_006877.4	GMPR
NM_006885.4	ZFHX3
NM_006886.4	ATP5F1E
NM_006887.5	ZFP36L2
NM_006888.6	CALM1
NM_006891.4	CRYGD
NM_006892.4	DNMT3B
NM_006893.3	EIF2D
NM_006895.3	HNMT
NM_006896.4	HOXA7
NM_006897.3	HOXC9
NM_006898.5	HOXD3
NM_006899.5	IDH3B
NM_006900.4	IFNA13
NM_006901.4	MYO9A
NM_006904.7	PRKDC
NM_006906.2	PTPN5
NM_006907.4	PYCR1
NM_006908.5	RAC1
NM_006909.3	RASGRF2
NM_006910.5	RBBP6
NM_006911.4	RLN1
NM_006912.6	RIT1
NM_006913.4	RNF5
NM_006914.4	RORB
NM_006915.3	RP2
NM_006917.5	RXRG
NM_006918.5	SC5D
NM_006919.3	SERPINB3
NM_006922.4	SCN3A
NM_006923.4	SDF2
NM_006924.5	SRSF1
NM_006927.4	ST3GAL2
NM_006929.5	SKIV2L
NM_006931.3	SLC2A3
NM_006933.7	SLC5A3
NM_006936.3	SUMO3
NM_006937.4	SUMO2
NM_006938.4	SNRPD1
NM_006939.4	SOS2
NM_006940.6	SOX5
NM_006941.4	SOX10
NM_006942.2	SOX15
NM_006943.4	SOX12
NM_006944.3	SPP2
NM_006945.5	SPRR2D
NM_006946.4	SPTBN2
NM_006947.4	SRP72
NM_006948.5	HSPA13
NM_006949.4	STXBP2
NM_006950.3	SYN1
NM_006951.5	TAF5
NM_006952.4	UPK1B
NM_006953.4	UPK3A
NM_006954.2	ZNF33A
NM_006955.3	ZNF33B
NM_006958.3	ZNF16
NM_006961.4	ZNF19
NM_006963.5	ZNF22
NM_006965.4	ZNF24
NM_006969.5	ZNF28
NM_006973.3	ZNF32
NM_006977.5	ZBTB25
NM_006978.3	RNF113A
NM_006979.3	SLC39A7
NM_006980.5	MTERF1
NM_006981.4	NR4A3
NM_006982.3	ALX1
NM_006983.2	MMP23B
NM_006984.5	CLDN10
NM_006985.4	NPIPA1
NM_006986.4	MAGED1
NM_006987.4	RPH3AL
NM_006988.5	ADAMTS1
NM_006989.6	RASA4
NM_006990.5	WASF2
NM_006991.5	ZNF197
NM_006993.2	NPM3
NM_006994.5	BTN3A3
NM_006995.5	BTN2A2
NM_006996.3	SLC19A2
NM_006998.4	SCGN
NM_006999.6	TENT4A
NM_007000.4	UPK1A
NM_007001.3	SLC35D2
NM_007002.4	ADRM1
NM_007003.4	PAGE4
NM_007005.6	TLE4
NM_007006.3	NUDT21
NM_007007.3	CPSF6
NM_007009.3	ZPBP
NM_007010.5	DDX52
NM_007013.4	WWP1
NM_007015.3	CNMD
NM_007018.6	CNTRL
NM_007019.4	UBE2C
NM_007021.4	DEPP1
NM_007023.4	RAPGEF4
NM_007024.5	TMEM115
NM_007026.4	DUSP14
NM_007027.4	TOPBP1
NM_007028.5	TRIM31
NM_007029.4	STMN2
NM_007030.3	TPPP
NM_007031.2	HSF2BP
NM_007033.5	RER1
NM_007034.5	DNAJB4
NM_007035.4	KERA
NM_007036.5	ESM1
NM_007037.6	ADAMTS8
NM_007038.5	ADAMTS5
NM_007039.4	PTPN21
NM_007040.6	HNRNPUL1
NM_007042.6	RPP14
NM_007043.7	KRR1
NM_007044.4	KATNA1
NM_007045.4	CEP43
NM_007046.4	EMILIN1
NM_007047.5	BTN3A2
NM_007048.6	BTN3A1
NM_007049.5	BTN2A1
NM_007050.6	PTPRT
NM_007051.3	FAF1
NM_007052.5	NOX1
NM_007053.4	CD160
NM_007055.4	POLR3A
NM_007056.3	CLASRP
NM_007057.4	ZWINT
NM_007058.4	CAPN11
NM_007059.4	KPTN
NM_007062.3	PWP1
NM_007065.4	CDC37
NM_007067.5	KAT7
NM_007068.4	DMC1
NM_007074.4	CORO1A
NM_007076.3	FICD
NM_007078.3	LDB3
NM_007080.3	LSM6
NM_007083.5	NUDT6
NM_007084.4	SOX21
NM_007085.5	FSTL1
NM_007086.4	WDHD1
NM_007097.5	CLTB
NM_007098.4	CLTCL1
NM_007100.4	ATP5ME
NM_007102.3	GUCA2B
NM_007103.4	NDUFV1
NM_007104.5	RPL10A
NM_007106.4	UBL3
NM_007107.5	SSR3
NM_007108.4	ELOB
NM_007109.3	TCF19
NM_007110.5	TEP1
NM_007111.5	TFDP1
NM_007112.5	THBS3
NM_007113.4	TCHH
NM_007114.3	TMF1
NM_007115.4	TNFAIP6
NM_007117.5	TRH
NM_007118.4	TRIO
NM_007120.3	UGT1A4
NM_007121.7	NR1H2
NM_007122.5	USF1
NM_007124.3	UTRN
NM_007126.5	VCP
NM_007127.3	VIL1
NM_007128.4	VPREB1
NM_007129.5	ZIC2
NM_007131.5	ZNF75D
NM_007135.3	ZNF79
NM_007136.4	ZNF80
NM_007137.5	ZNF81
NM_007138.2	ZNF90
NM_007144.3	PCGF2
NM_007145.3	ZNF146
NM_007146.3	VEZF1
NM_007147.4	ZNF175
NM_007148.5	RNF112
NM_007153.3	ZNF208
NM_007156.5	ZXDA
NM_007157.4	ZXDB
NM_007160.4	OR2H2
NM_007163.4	SLC14A2
NM_007165.5	SF3A2
NM_007166.4	PICALM
NM_007167.4	ZMYM6
NM_007170.3	TESK2
NM_007172.4	NUP50
NM_007173.6	PRSS23
NM_007175.8	ERLIN2
NM_007176.4	ERG28
NM_007178.4	STRAP
NM_007179.3	INSL6
NM_007180.3	TREH
NM_007182.5	RASSF1
NM_007183.4	PKP3
NM_007184.4	NISCH
NM_007185.7	CELF3
NM_007186.6	CEP250
NM_007187.5	WBP4
NM_007188.5	ABCB8
NM_007189.3	ABCF2
NM_007190.4	SEC23IP
NM_007191.5	WIF1
NM_007192.4	SUPT16H
NM_007193.5	ANXA10
NM_007194.4	CHEK2
NM_007195.3	POLI
NM_007196.4	KLK8
NM_007197.4	FZD10
NM_007198.4	PLPBP
NM_007199.3	IRAK3
NM_007200.5	AKAP13
NM_007202.4	AKAP10
NM_007204.5	DDX20
NM_007207.6	DUSP10
NM_007208.4	MRPL3
NM_007209.4	RPL35
NM_007210.4	GALNT6
NM_007212.4	RNF2
NM_007213.3	PRAF2
NM_007214.5	SEC63
NM_007215.4	POLG2
NM_007217.4	PDCD10
NM_007218.4	RNF139
NM_007220.4	CA5B
NM_007221.4	PMF1
NM_007222.5	ZHX1
NM_007223.3	GPR176
NM_007224.4	NXPH4
NM_007225.4	NXPH3
NM_007226.3	NXPH2
NM_007227.3	GPR45
NM_007231.5	SLC6A14
NM_007232.3	HRH3
NM_007234.5	DCTN3
NM_007235.6	XPOT
NM_007236.5	CHP1
NM_007237.5	SP140
NM_007238.5	PXMP4
NM_007240.3	DUSP12
NM_007241.4	SNF8
NM_007242.7	DDX19B
NM_007244.3	PRR4
NM_007245.4	ATXN2L
NM_007246.4	KLHL2
NM_007247.6	SYNRG
NM_007249.5	KLF12
NM_007250.5	KLF8
NM_007253.4	CYP4F8
NM_007254.4	PNKP
NM_007255.3	B4GALT7
NM_007256.5	SLCO2B1
NM_007257.6	PNMA2
NM_007259.5	VPS45
NM_007260.3	LYPLA2
NM_007261.4	CD300A
NM_007262.5	PARK7
NM_007263.4	COPE
NM_007264.4	GPR182
NM_007265.3	ECD
NM_007266.4	GPN1
NM_007268.3	VSIG4
NM_007269.4	STXBP3
NM_007270.5	FKBP9
NM_007271.4	STK38
NM_007272.3	CTRC
NM_007274.4	ACOT7
NM_007275.3	TUSC2
NM_007277.5	EXOC3
NM_007278.2	GABARAP
NM_007279.3	U2AF2
NM_007280.2	OIP5
NM_007281.4	SCRG1
NM_007283.7	MGLL
NM_007284.4	TWF2
NM_007285.7	GABARAPL2
NM_007286.6	SYNPO
NM_007289.4	MME
NM_007293.3	C4A
NM_007294.4	BRCA1
NM_007314.4	ABL2
NM_007315.4	STAT1
NM_007317.3	KIF22
NM_007322.3	RANBP3
NM_007325.5	GRIA3
NM_007327.4	GRIN1
NM_007332.3	TRPA1
NM_007335.4	DLEC1
NM_007341.3	SH3BGR
NM_007342.3	NUP42
NM_007344.4	TTF1
NM_007346.4	OGFR
NM_007347.5	AP4E1
NM_007348.4	ATF6
NM_007349.4	PAXIP1
NM_007350.3	PHLDA1
NM_007351.3	MMRN1
NM_007352.4	CELA3B
NM_007353.3	GNA12
NM_007355.4	HSP90AB1
NM_007356.3	LAMB4
NM_007357.3	COG2
NM_007358.4	MTF2
NM_007359.5	CASC3
NM_007360.4	KLRK1
NM_007361.4	NID2
NM_007362.5	NCBP2
NM_007363.5	NONO
NM_007364.4	TMED3
NM_007365.3	PADI2
NM_007366.5	PLA2R1
NM_007368.4	RASA3
NM_007370.7	RFC5
NM_007371.4	BRD3
NM_007373.4	SHOC2
NM_007374.3	SIX6
NM_007375.4	TARDBP
NM_009587.3	LGALS9
NM_009590.4	AOC2
NM_012062.5	DNM1L
NM_012064.4	MIP
NM_012067.3	AKR7A3
NM_012071.4	COMMD3
NM_012072.4	CD93
NM_012073.5	CCT5
NM_012079.6	DGAT1
NM_012080.5	PUDP
NM_012081.6	ELL2
NM_012082.4	ZFPM2
NM_012083.3	FRAT2
NM_012084.4	GLUD2
NM_012086.5	GTF3C3
NM_012087.4	GTF3C5
NM_012088.3	PGLS
NM_012089.3	ABCB10
NM_012092.4	ICOS
NM_012094.5	PRDX5
NM_012095.6	AP3M1
NM_012096.3	APPL1
NM_012097.4	ARL5A
NM_012098.3	ANGPTL2
NM_012099.3	POLR1G
NM_012100.4	DNPEP
NM_012101.4	TRIM29
NM_012104.6	BACE1
NM_012105.5	BACE2
NM_012106.4	ARL2BP
NM_012108.4	STAP1
NM_012109.3	TMEM59L
NM_012110.4	CHIC2
NM_012111.3	AHSA1
NM_012112.5	TPX2
NM_012113.3	CA14
NM_012114.3	CASP14
NM_012116.4	CBLC
NM_012117.3	CBX5
NM_012118.4	NOCT
NM_012120.3	CD2AP
NM_012121.5	CDC42EP4
NM_012123.4	MTO1
NM_012124.3	CHORDC1
NM_012125.4	CHRM5
NM_012128.4	CLCA4
NM_012131.3	CLDN17
NM_012133.6	COPG2
NM_012134.3	LMOD1
NM_012135.3	FAM50B
NM_012137.4	DDAH1
NM_012138.4	AATF
NM_012139.4	SERGEF
NM_012140.5	SLC25A10
NM_012141.3	INTS6
NM_012142.5	CCNDBP1
NM_012143.4	TFIP11
NM_012144.4	DNAI1
NM_012145.4	DTYMK
NM_012151.4	F8A1
NM_012152.3	LPAR3
NM_012153.6	EHF
NM_012154.5	AGO2
NM_012155.4	EML2
NM_012156.2	EPB41L1
NM_012157.5	FBXL2
NM_012158.4	FBXL3
NM_012161.4	FBXL5
NM_012162.4	FBXL6
NM_012164.4	FBXW2
